episode,path_length
1,118.93128581386135
2,123.17443201171602
3,138.45799036676829
4,123.3903656680381
5,140.81605967670794
6,117.83767839528801
7,114.99920075185844
8,119.9182901498458
9,126.74428129765256
10,130.98103579429443
11,130.96042215486318
12,105.54306189642897
13,137.75453684083547
14,125.9354403494705
15,92.34234677464661
16,114.55727402341489
17,117.84722872596038
18,109.66143977555876
19,137.5016358834255
20,135.48469145540653
