time,area_explored,path_length
0.0,0.07265,0.0
3.0284269340113275,0.1168,3.0284269340113275
6.142640782493149,0.160775,6.142640782493149
9.256854392556392,0.20115,9.256854392556392
12.371068325329574,0.223575,12.371068325329574
15.419596698280035,0.260125,15.419596698280035
19.606602488441943,0.279425,19.606602488441943
26.330867157291337,0.316025,26.330867157291337
29.452187500860624,0.3513,29.452187500860624
32.51492891935296,0.393925,32.51492891935296
35.57767005853985,0.4171,35.57767005853985
38.6847767954391,0.448375,38.6847767954391
41.74751855113155,0.481925,41.74751855113155
44.27888996365453,0.5239,44.27888996365453
47.20731746991225,0.548925,47.20731746991225
54.8055935265687,0.570025,54.8055935265687
65.3783864942467,0.5928,65.3783864942467
68.50975848326887,0.6163,68.50975848326887
71.57544505461328,0.6223,71.57544505461328
88.17494164054732,0.654475,88.17494164054732
91.28204871461854,0.685675,91.28204871461854
94.3063127601985,0.720525,94.3063127601985
97.42052613184316,0.7561,97.42052613184316
100.4832682246907,0.79315,100.4832682246907
103.54601031755192,0.8209,103.54601031755192
106.59453870496938,0.8323,106.59453870496938
109.77443721497401,0.8612,109.77443721497401
112.67443683350429,0.8955,112.67443683350429
115.69870043116532,0.9284,115.69870043116532
118.59870052653275,0.947,118.59870052653275
122.84722889179788,0.9596,122.84722889179788
131.07981986973553,0.972525,131.07981986973553
134.2940336228467,0.9827,134.2940336228467
146.64500041050027,0.991925,146.64500041050027
