time,area_explored,path_length
0.0,0.072625,0.0
3.0284269340113275,0.116825,3.0284269340113275
6.142640782493149,0.16055,6.142640782493149
9.256854392556392,0.1993,9.256854392556392
12.36396079227462,0.24115,12.36396079227462
15.426701931443423,0.285,15.426701931443423
18.41370740908288,0.3196,18.41370740908288
21.479392631734882,0.36205,21.479392631734882
24.6350274019283,0.396825,24.6350274019283
28.263455112443836,0.4316,28.263455112443836
31.329140672271027,0.467675,31.329140672271027
42.34162995413262,0.4788,42.34162995413262
48.298483440717305,0.499725,48.298483440717305
51.32691137057,0.503075,51.32691137057
61.60386626285239,0.538225,61.60386626285239
64.58670925903319,0.581025,64.58670925903319
67.74234435441282,0.591,67.74234435441282
86.7028565532608,0.6185,86.7028565532608
92.43544646431107,0.637175,92.43544646431107
95.33544608284134,0.657475,95.33544608284134
98.23544570137162,0.687775,98.23544570137162
101.13544531990189,0.722325,101.13544531990189
104.18397273670095,0.76305,104.18397273670095
107.32245035143156,0.80595,107.32245035143156
110.26387210070901,0.823625,110.26387210070901
113.19229960693778,0.853675,113.19229960693778
116.24082821231713,0.888575,116.24082821231713
119.89646320894518,0.91315,119.89646320894518
123.0207272723691,0.9399,123.0207272723691
126.08641336439602,0.974525,126.08641336439602
129.2177838795247,0.983425,129.2177838795247
138.84448647517326,0.9861,138.84448647517326
153.1895657677547,0.99055,153.1895657677547
