time,area_explored,path_length
0.0,0.072625,0.0
3.0284269340113275,0.1168,3.0284269340113275
6.015432551291044,0.160475,6.015432551291044
9.061017064717966,0.204175,9.061017064717966
12.065180162651943,0.2193,12.065180162651943
16.47228703366916,0.23945,16.47228703366916
19.627922367467477,0.271975,19.627922367467477
22.776450982227104,0.30495,22.776450982227104
25.84213679492883,0.341275,25.84213679492883
28.907822691923776,0.379275,28.907822691923776
31.973507914572362,0.41895,31.973507914572362
36.16345756427324,0.44685,36.16345756427324
40.04335658432693,0.449025,40.04335658432693
48.36762048346012,0.472075,48.36762048346012
51.450463285517216,0.50225,51.450463285517216
54.60609819784978,0.54835,54.60609819784978
57.65168279557389,0.572675,57.65168279557389
60.83158138986297,0.613,60.83158138986297
63.86000927756223,0.63835,63.86000927756223
66.9984877906007,0.66015,66.9984877906007
70.08133095875796,0.6948,70.08133095875796
73.23696646116186,0.7395,73.23696646116186
76.32397198308861,0.7624,76.32397198308861
80.9595051193172,0.767325,80.9595051193172
88.66072435005015,0.791125,88.66072435005015
91.86072415931528,0.8227,91.86072415931528
95.03351611885608,0.852775,95.03351611885608
98.0962578745421,0.8982,98.0962578745421
101.15899935091785,0.9189,101.15899935091785
105.80752726488191,0.930425,105.80752726488191
111.96438286315062,0.950575,111.96438286315062
115.01291134932892,0.98615,115.01291134932892
117.99575427568003,0.9967,117.99575427568003
