episode,path_length
1,147.6072273272186
2,169.59423516014644
3,146.83373130205862
4,140.76509920452963
5,129.37220144057054
6,130.50357679773248
7,163.41189846351202
8,166.80084193764412
9,154.5905788353403
10,158.46753610885045
11,150.57830165644938
12,135.88275939102917
13,153.7758610599132
14,160.88763424469977
15,158.89301793083382
16,138.77565142228937
17,154.01017342689192
18,134.33371845700074
19,145.12560811527243
20,133.50235451402364
21,148.62144588053752
22,135.94549365853712
23,132.10824696077103
24,140.52956209633848
25,156.30601118055225
26,148.70357346644832
27,161.71951050907762
28,170.44032999523262
29,154.34621239099758
30,126.7739258824696
31,165.50084080669512
32,156.17362723579794
33,137.70529748649278
34,158.8876366578635
35,131.5874223215142
36,161.80084114537763
37,155.37637038162217
38,138.27636531382737
39,141.6597170222856
40,138.52439052801208
41,153.44499098405177
42,163.49006711293202
43,141.997178163244
44,154.22561234894383
45,140.56875638831974
46,153.5349482434956
47,163.52194886137153
48,142.53788610785332
49,156.9131232365072
50,149.76876014712693
51,141.2248965923091
52,166.88245823683184
53,167.80845821380632
54,152.46560400511487
55,162.94154737874666
56,145.61017966308734
57,125.76387627194995
58,138.01118832962445
59,151.4457110525703
60,147.44011302244988
61,144.15088565475048
62,133.8579844019174
63,127.38813889206705
64,167.93443941130812
65,144.7124092576321
66,148.88346927278533
67,141.9621550333562
68,165.1388138627416
69,129.30651597815842
70,146.53565330794956
71,128.42590567983208
72,144.80357688354994
73,129.16194038916393
74,135.75677496667822
75,189.99495222611665
76,134.5714912269204
77,161.30844145130663
78,163.97829908478946
79,145.34549859878427
80,144.99890294024038
81,164.50601737915056
82,152.4834728376337
83,143.80257039116358
84,126.81168628065984
85,154.35088408549518
86,154.6930196953457
87,142.1124102014711
88,135.28641432600813
89,124.86265705973557
90,160.06337055442515
91,145.87169800236174
92,166.05748887243095
93,156.9761555726557
94,183.22266559474212
95,145.7628688832888
96,157.42194276128728
97,141.9900793634271
98,142.53199865843223
99,151.4864181709539
100,154.14793938340952
