episode,path_length
1,176.50499894245405
2,150.78468595634004
3,163.46652407012203
4,160.10134257214708
5,149.9226683697402
6,154.99890511615715
7,140.39524904976668
8,168.6878414186946
9,177.64053616900821
10,173.89567159548946
11,180.0464238932379
12,166.79423708764372
13,128.82784565896742
14,162.24448588980218
15,156.7535249054013
16,136.88763806201803
17,192.53658547626196
18,148.37291485664932
19,167.88245370086443
20,156.38225019362483
21,170.77118924309258
22,144.47636651673332
23,160.73393885660917
24,170.38662568528585
25,137.30013033873112
26,166.38763841377414
27,171.51748967496135
28,167.60967246206067
29,151.61606543830484
30,147.0515931251064
31,172.00255828387475
32,141.95382396140016
33,167.34053165770513
34,153.96997480561825
35,163.33423291091285
36,159.66337461562415
37,156.99423762713587
38,160.40723236152002
39,163.88419010721464
40,157.43027533921673
41,148.81656696122818
42,136.54448638502092
43,147.47148765262676
44,140.49595736323255
45,179.6687537569236
46,161.92388228503677
47,157.9849078059711
48,165.21971958422608
49,201.7642888655196
50,137.4278363505734
51,162.20672939502282
52,147.20256270564857
53,148.02784445614324
54,141.76997496038243
55,153.43250473601964
56,158.65231004511142
57,139.71067867476265
58,147.33444243515112
59,152.49007852037204
60,135.0491597624474
61,165.59474338002383
62,202.73313437183734
63,154.7783031453984
64,146.7391087391096
65,148.61139381365246
66,148.52539626711197
67,157.70377899506605
68,196.44815047235414
69,157.3219539218201
70,151.31606407497378
71,155.26824947889642
72,160.89647130696812
73,174.74742749191756
74,186.8280511122939
75,138.3219499071621
76,138.6722040731342
77,147.35210066610608
78,186.06307874430058
79,116.48914554064218
80,151.30134399237315
81,164.2226663781761
82,149.05037996538064
83,136.33443425304077
84,139.63839286170662
85,168.82417725939558
86,143.42784136228326
87,171.65648073568477
88,152.86530741150875
89,118.36194173839253
90,148.31189988453727
91,151.97342502429672
92,154.1729140520741
93,146.43616413216603
94,170.6930118993402
95,133.09057817132754
96,170.18590572956091
97,170.20327967422764
98,158.37635572919487
99,165.8959602995992
100,158.85453881650236
