episode,path_length
1,190.02195500511883
2,205.31749384164016
3,166.25474848988188
4,194.52561023123206
5,198.29596316227787
6,209.96774323581437
7,215.23535981321334
8,257.77405091489504
9,231.59882480865025
10,198.11627176535188
11,239.96329005033735
12,213.01942570178787
13,261.7382291371263
14,208.274348770544
15,268.0960901323123
16,194.9731287259241
17,187.59789695041468
18,234.14369176598603
19,176.64764183969797
20,203.3341463214515
21,185.20032674637537
22,259.7130409962978
23,215.03364118661335
24,204.42408997752185
25,219.01820878872078
26,214.5187121686788
27,257.2085811966046
28,197.83364016000513
29,176.04764005413932
30,266.70858731704817
31,211.91181945217645
32,241.11303203275293
33,174.1665273302705
34,275.4823781408944
35,191.95546836421627
36,225.6390221356029
37,226.66846393054072
38,244.43973102346186
39,236.43485805240886
40,197.4885601247642
41,212.97678784543677
42,180.09890995084226
43,209.93120829654592
44,182.60399087237099
45,226.16227806112937
46,233.8424669824288
47,256.33852809983375
48,220.4397389545732
49,163.930995584319
50,195.7375921819798
51,200.75058366691115
52,210.56794977298915
53,230.36034483021945
54,228.2123263236828
55,248.49272731585182
56,184.59911923895964
57,225.81526776083004
58,229.84613160808829
59,212.23465029442752
60,219.92338029869623
61,198.6375947578431
62,179.46429988786542
63,206.38094676828283
64,198.7074428532976
65,175.01922452319985
66,189.72632682478007
67,202.28145879245204
68,235.6505859127471
69,213.69099876847966
70,235.71669301834194
71,206.0505832952996
72,221.3419625910023
73,202.07973029857396
74,229.2121081987874
75,195.61993177156853
76,180.34592291165364
77,176.3079525186276
78,225.68338437709667
79,204.0549645142131
80,187.90327872615453
81,250.12653508842035
82,225.33831226911389
83,215.34348754074156
84,150.38346981465534
85,179.85769742997044
86,208.7897817944898
87,233.85201268127298
88,207.14448867600873
89,159.4765730905763
90,231.17821398170844
91,209.0459226091352
92,205.2287667419792
93,212.8513034761773
94,209.9091710023118
95,184.4672465660782
96,222.498104547764
97,203.33759338790787
98,215.77728964247805
99,228.25984219262133
100,193.08927584188893
