episode,path_length
1,131.95576482650895
2,150.3457102184461
3,134.42662183236314
4,150.57291935681303
5,156.3846922455797
6,152.09962363480892
7,137.1869271133949
8,132.03199516124516
9,140.88520036832978
10,143.4053010887629
11,144.51606849788982
12,152.55332165623426
13,156.545500008416
14,146.04154689459924
15,159.85748590359447
16,131.83250524072992
17,146.50601653983608
18,134.1763695284123
19,168.2628670807507
20,129.1734086712533
21,144.26214949957998
22,133.2989037505158
23,134.12956463296175
24,163.561650197829
25,171.4724078805538
26,142.11291000030474
27,155.63027435841738
28,172.2552479183693
29,157.21190371444456
30,137.50723048465562
31,156.12610988779346
32,147.13372868870132
33,127.43544995760661
34,160.94814387845318
35,173.25890834175678
36,175.08540917817524
37,155.74742966819994
38,165.5207417216348
39,128.92245226699637
40,148.11484739592885
41,139.16681916723206
42,169.82216224878204
43,159.46997297698695
44,127.7964704185634
45,119.55189227806297
46,166.00306382903057
47,140.555758836278
48,139.86458690765653
49,123.99402543122983
50,170.16997297839873
51,159.83738142161715
52,139.4905768249382
53,132.14327306603448
54,156.93666939214194
55,140.76509484693753
56,180.4604308287454
57,126.5045903287962
58,143.30895631317665
59,145.67342522682026
60,122.82712079263734
61,179.13048609127378
62,165.7817461692407
63,141.31555839846916
64,154.1474366907282
65,133.80895628152325
66,134.3947467218729
67,169.12338014481873
68,140.8722014596645
69,159.68468947730815
70,140.12611913479765
71,134.27514130529747
72,155.0881410748085
73,158.70428784840112
74,124.27981600849387
75,146.00134214493892
76,172.75109085836854
77,159.74398584959917
78,148.20357107406514
79,131.9065260464697
80,139.11778611177718
81,161.97657677094134
82,180.22266413504923
83,149.41261218798115
84,145.77586237969751
85,148.20356974624642
86,145.5268261276314
87,152.47119106383144
88,162.98245887421686
89,150.46753413609395
90,149.10652133924262
91,146.2763684484061
92,143.61189647664307
93,132.58935246261908
94,133.79890533082036
95,126.56804304068694
96,151.86164310474467
97,160.677791869834
98,148.54793860809292
99,156.64032066795042
100,139.70946258766318
