episode,path_length
1,146.0538291773772
2,126.61118441233558
3,127.51656735625738
4,137.7202280477353
5,146.03738716965663
6,128.3513860518095
7,137.5545445750302
8,167.43687618796423
9,130.5815393410681
10,133.99869549011947
11,125.46143793554381
12,137.4165667299955
13,127.65971546453137
14,147.99839800571425
15,134.12784008331676
16,133.17808707426002
17,156.9106777194261
18,127.3241819990939
19,123.9442816831685
20,134.7278369044988
21,149.23250812637548
22,130.15483791875602
23,120.02540206165578
24,132.91930246427688
25,154.14815385405583
26,143.39057623806542
27,140.21311871042582
28,139.89352473696076
29,132.42366948335533
30,131.53321673238864
31,139.33788695370356
32,141.6425528926888
33,132.0330197309131
34,138.0484391570227
35,136.5248912976939
36,122.3744317296786
37,146.51899491444584
38,142.33738384243895
39,134.26265762354117
40,136.87341729288593
41,120.23301209572422
42,157.30845085073105
43,146.92905756931663
44,133.91483952161826
45,145.3788029369371
46,141.50651876162144
47,142.33372691787483
48,137.76387091770945
49,140.29818947648704
50,134.69991715331685
51,114.00041619228347
52,143.93839036178142
53,138.6562655414163
54,143.19180639232883
55,131.01067477785733
56,139.42002162835638
57,132.64377784511285
58,134.4266125112553
59,117.30580624182514
60,134.24915806216
61,145.47565161168492
62,127.03717672540786
63,124.03545167687955
64,147.81484543705372
65,132.84083357597748
66,134.87859276819705
67,153.77636642433004
68,149.64499432683894
69,124.24083280636476
70,140.8491605516518
71,168.53759197673187
72,129.52123391337676
73,143.79869345226578
74,138.67393041491619
75,134.69920343794823
76,135.20357221637946
77,133.46682133876865
78,130.69747613626498
79,156.42682838245608
80,138.02194715890096
81,124.7727090954175
82,120.66387780349156
83,127.53251126391697
84,152.51535545573876
85,136.3888518777405
86,128.28570005160583
87,126.23128434100435
88,122.70529613682301
89,127.25677749649543
90,130.14621435114717
91,140.47737203188169
92,124.92052319715725
93,143.33443692009712
94,149.50428848794127
95,138.2751469409764
96,151.69524704162652
97,128.44083262568088
98,150.94987289271282
99,140.230774200493
100,128.33300312328498
