distance,mean_area_explored,std_area_explored
0.0,0.0541925,0.013189882723132911
3.089949128556316,0.0942575,0.016729965817358982
6.2284268829456675,0.1329925,0.018181649574502308
9.232589573876687,0.171655,0.02112596388333559
11.595331072363628,0.21257,0.019834949584004495
14.792387161770257,0.24951000000000004,0.021862468410497472
18.45512904602564,0.28507000000000005,0.02037984850287165
21.593607922677204,0.3162525,0.014559152834213935
24.522035428912414,0.34837749999999995,0.013633737794530159
27.653406351053576,0.37431749999999997,0.015209939390083051
30.653406351053576,0.40466749999999996,0.016761563359364778
33.367620778528796,0.4377975,0.015262554053958335
36.56467678365276,0.46831750000000005,0.017082370480995906
41.254626491196845,0.49939,0.022580002767936053
44.241633259660084,0.5361750000000001,0.0268768162176996
47.38011087438666,0.5705849999999999,0.02864898165729458
50.51148199402738,0.6030049999999999,0.02645244742930227
54.28427433503448,0.6324825,0.031524054406912826
57.267116914859955,0.666095,0.03293683310520307
60.929858793120815,0.6983299999999999,0.03277841477252979
65.89970727290773,0.7263475,0.038236522870810315
75.44112867393628,0.7518825,0.03972683924313637
79.30387099966684,0.7749874999999999,0.03822679892758483
92.96955643519806,0.7978750000000001,0.03493471053264933
95.96955643519806,0.819985,0.03436450785330703
99.14234867405877,0.8450274999999999,0.03509524442499296
102.04234829258904,0.868345,0.02906640199611917
104.94234791111931,0.8969400000000001,0.02462490406072683
107.96661128234486,0.9212125,0.01939698832937731
111.01513976851834,0.9403050000000001,0.020809360273684553
114.15361683834051,0.9582474999999999,0.022989637475393135
117.21635838328076,0.9726025,0.018012132890082733
120.61635800181104,0.9874475,0.010935186612490896
123.79625655395164,0.9947174999999998,0.005791610851049979
137.09575202312985,0.9993250000000001,0.001405569279687047
