episode,path_length
1,383.78645363402956
2,345.5428097872644
3,302.59121083037166
4,335.9992485044589
5,376.8788488437709
6,324.55509197046644
7,379.35854057523375
8,364.3619926595398
9,340.2972132898433
10,257.278722715903
11,327.1769107169219
12,341.127877244035
13,329.23871917379853
14,290.2286795716172
15,347.0634146197815
16,317.51862934360014
17,268.65151905388865
18,214.7936530942643
19,272.748983272277
20,291.17772003919833
