episode,path_length
1,182.9157745289574
2,152.39179851914324
3,173.31505570330341
4,141.78641611686245
5,165.37241936722802
6,159.87068436056416
7,151.56580196004097
8,187.29272065957298
9,170.28835293647936
10,173.5393182572096
11,166.35942072654584
12,161.1008329578914
13,152.36530656401175
14,170.02165729199774
15,167.41211143973868
16,148.09423144422612
17,189.05596904085687
18,163.24520218872917
19,157.95697630685117
20,168.57851308025482
